epoch,epoch_time,step,test_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
0,,49,,,0.05126305669546127,,
0,,99,,,0.07833181321620941,,
0,,149,,,0.05729313939809799,,
0,,199,,,0.0017905008280649781,,
0,,249,,,0.059845611453056335,,
0,,299,,,0.213678777217865,,
0,,349,,,0.364491730928421,,
0,,399,,,0.02567363530397415,,
0,,449,,,0.06307964771986008,,
0,,499,,,0.008483486250042915,,
0,,549,,,0.019489290192723274,,
0,,599,,,0.0007302708108909428,,
0,,649,,,0.04613780975341797,,
0,,699,,,0.09704599529504776,,
0,,749,,,0.1365315467119217,,
0,,799,,,0.007396557833999395,,
0,,849,,,0.08510516583919525,,
0,,899,,,0.011572091840207577,,
0,,949,,,0.05239143595099449,,
0,,999,,,0.019546806812286377,,
0,,1049,,,0.0016278851544484496,,
0,,1099,,,0.003171561285853386,,
0,,1149,,,0.014179429039359093,,
0,,1199,,,0.006795983761548996,,
0,,1249,,,0.03172558918595314,,
0,,1299,,,0.011430730111896992,,
0,,1349,,,0.0056703053414821625,,
0,,1399,,,0.03251776099205017,,
0,,1449,,,0.006508118938654661,,
0,,1499,,,0.016624413430690765,,
0,,1549,,,0.00030531143420375884,,
0,,1599,,,0.012011459097266197,,
0,,1649,,,0.0012255038600414991,,
0,,1699,,,0.17236897349357605,,
0,,1749,,,0.039552152156829834,,
0,,1799,,,0.007050005253404379,,
0,,1849,,,0.011697261594235897,,
0,,1899,,,0.035822801291942596,,
0,,1949,,,0.002383698709309101,,
0,,1999,,,0.003098450368270278,,
0,,2049,,,0.015212520956993103,,
0,,2099,,,0.0007727505289949477,,
0,,2149,,,0.0023075202479958534,,
0,,2199,,,0.11562414467334747,,
0,,2249,,,0.007117774803191423,,
0,,2299,,,0.04350768402218819,,
0,,2349,,,0.010773856192827225,,
0,,2399,,,0.00975444819778204,,
0,,2449,,,0.018785089254379272,,
0,,2499,,,0.00125119648873806,,
0,,2549,,,0.010311157442629337,,
0,,2599,,,0.10468821972608566,,
0,,2649,,,0.02911919727921486,,
0,,2651,,,,0.9925858974456787,0.023211583495140076
0,55.98466491699219,2651,,0.038795728236436844,,,
1,,2699,,,0.007891684770584106,,
1,,2749,,,0.029811818152666092,,
1,,2799,,,8.58623388921842e-05,,
1,,2849,,,0.019729960709810257,,
1,,2899,,,0.010855702683329582,,
1,,2949,,,0.0024948089849203825,,
1,,2999,,,0.004193471744656563,,
1,,3049,,,0.0013712567742913961,,
1,,3099,,,0.00033300096401944757,,
1,,3149,,,0.0014073404017835855,,
1,,3199,,,0.014630429446697235,,
1,,3249,,,0.0065763648599386215,,
1,,3299,,,0.0005963275907561183,,
1,,3349,,,0.11043751984834671,,
1,,3399,,,0.007837432436645031,,
1,,3449,,,0.004665537737309933,,
1,,3499,,,0.0028183506801724434,,
1,,3549,,,3.160846245009452e-05,,
1,,3599,,,0.0011690194951370358,,
1,,3649,,,0.0002134074893547222,,
1,,3699,,,0.0025729183107614517,,
1,,3749,,,0.00451690936461091,,
1,,3799,,,0.07410965859889984,,
1,,3849,,,0.004168537445366383,,
1,,3899,,,0.002900140592828393,,
1,,3949,,,0.05529765784740448,,
1,,3999,,,0.0022898493334650993,,
1,,4049,,,0.000813567079603672,,
1,,4099,,,0.0004032655560877174,,
1,,4149,,,0.18996421992778778,,
1,,4199,,,0.0021619549952447414,,
1,,4249,,,0.005551352631300688,,
1,,4299,,,0.010301334783434868,,
1,,4349,,,0.07266225665807724,,
1,,4399,,,0.004273083060979843,,
1,,4449,,,0.0966559574007988,,
1,,4499,,,0.009366373531520367,,
1,,4549,,,0.0022523351944983006,,
1,,4599,,,0.001178593491204083,,
1,,4649,,,0.0024251784197986126,,
1,,4699,,,0.10906684398651123,,
1,,4749,,,0.0002564371388871223,,
1,,4799,,,6.446887709898874e-05,,
1,,4849,,,0.011509191244840622,,
1,,4899,,,0.04777754470705986,,
1,,4949,,,0.006392991170287132,,
1,,4999,,,0.0065368954092264175,,
1,,5049,,,0.0004148367734160274,,
1,,5099,,,0.00013094459427520633,,
1,,5149,,,0.004696248099207878,,
1,,5199,,,0.0028137422632426023,,
1,,5249,,,0.0017118527321144938,,
1,,5299,,,0.02468055859208107,,
1,,5303,,,,0.9971946477890015,0.008281444199383259
1,55.30498504638672,5303,,0.020725518465042114,,,
2,,5349,,,0.00035928047145716846,,
2,,5399,,,0.02739342302083969,,
2,,5449,,,0.007539199199527502,,
2,,5499,,,0.0003518517187330872,,
2,,5549,,,3.423426824156195e-05,,
2,,5599,,,0.006383265368640423,,
2,,5649,,,0.000264380854787305,,
2,,5699,,,0.025288602337241173,,
2,,5749,,,0.0005629948573186994,,
2,,5799,,,0.001511719194240868,,
2,,5849,,,0.004414742346853018,,
2,,5899,,,0.0017842212691903114,,
2,,5949,,,0.00014399377687368542,,
2,,5999,,,0.0010769987711682916,,
2,,6049,,,0.00024512011441402137,,
2,,6099,,,0.03222237527370453,,
2,,6149,,,0.00033280884963460267,,
2,,6199,,,0.0010067635448649526,,
2,,6249,,,0.014172401279211044,,
2,,6299,,,0.0010989102302119136,,
2,,6349,,,0.0012518769362941384,,
2,,6399,,,0.10964103788137436,,
2,,6449,,,0.0001750864030327648,,
2,,6499,,,0.018750397488474846,,
2,,6549,,,0.0015550509560853243,,
2,,6599,,,0.01134347915649414,,
2,,6649,,,0.0016989802243188024,,
2,,6699,,,0.027776388451457024,,
2,,6749,,,0.0009236765326932073,,
2,,6799,,,0.004663277417421341,,
2,,6849,,,0.02500147372484207,,
2,,6899,,,0.0032246976625174284,,
2,,6949,,,0.14138777554035187,,
2,,6999,,,0.0029778010211884975,,
2,,7049,,,0.0030466322787106037,,
2,,7099,,,0.0010660350089892745,,
2,,7149,,,0.0005093869403935969,,
2,,7199,,,0.00016703341680113226,,
2,,7249,,,0.00036471273051574826,,
2,,7299,,,0.0004068143607582897,,
2,,7349,,,0.00691553670912981,,
2,,7399,,,0.008388743735849857,,
2,,7449,,,0.00031780486460775137,,
2,,7499,,,0.0013903687940910459,,
2,,7549,,,0.00011133120278827846,,
2,,7599,,,0.001025161356665194,,
2,,7649,,,0.0002200901653850451,,
2,,7699,,,0.0015428579645231366,,
2,,7749,,,0.04042242839932442,,
2,,7799,,,0.004976679105311632,,
2,,7849,,,0.0002723477373365313,,
2,,7899,,,0.032762542366981506,,
2,,7949,,,0.0024782479740679264,,
2,,7955,,,,0.9963931441307068,0.01033441536128521
2,55.11711120605469,7955,,0.017652835696935654,,,
3,,7956,0.9965470433235168,,,,
